model_set,model,year_id,location_id,abbreviation,state_name,state,region,division,population,pc,pc_lower,pc_upper,fr,fr_upper,fr_lower
Aggregate,Aggregate,2013,523,AL,Alabama,00001,South,East South Central,4888129.78882054,7649.52729327591,7649.52729327591,7649.52729327591,,,
toc,Dental,2013,523,AL,Alabama,00001,South,East South Central,4888129.78882054,301.335409830419,301.335409830419,301.335409830419,0.0393926837930625,0.0393926837930625,0.0393926837930625
toc,Home health,2013,523,AL,Alabama,00001,South,East South Central,4888129.78882054,215.983456783036,215.983456783036,215.983456783036,0.0282348762874393,0.0282348762874393,0.0282348762874393
toc,Hospital,2013,523,AL,Alabama,00001,South,East South Central,4888129.78882054,2813.67127976895,2813.67127976895,2813.67127976895,0.367822895702617,0.367822895702617,0.367822895702617
Payer,Medicaid,2013,523,AL,Alabama,00001,South,East South Central,4888129.78882054,1057.95670183137,1057.95670183137,1057.95670183137,0.138303539718243,0.138303539718243,0.138303539718243
Payer,Medicare,2013,523,AL,Alabama,00001,South,East South Central,4888129.78882054,2103.00873171658,2103.00873171658,2103.00873171658,0.274920089972771,0.274920089972771,0.274920089972771
toc,Skilled nursing,2013,523,AL,Alabama,00001,South,East South Central,4888129.78882054,423.590196688742,423.590196688742,423.590196688742,0.0553746892387829,0.0553746892387829,0.0553746892387829
Payer,OOP,2013,523,AL,Alabama,00001,South,East South Central,4888129.78882054,2090.10405977043,2090.10405977043,2090.10405977043,0.273233100509057,0.273233100509057,0.273233100509057
toc,Other professional,2013,523,AL,Alabama,00001,South,East South Central,4888129.78882054,182.250191520276,182.250191520276,182.250191520276,0.0238250266366757,0.0238250266366757,0.0238250266366757
toc,Other,2013,523,AL,Alabama,00001,South,East South Central,4888129.78882054,487.887158666083,487.887158666083,487.887158666083,0.0637800402509768,0.0637800402509768,0.0637800402509768
toc,Pharmaceuticals,2013,523,AL,Alabama,00001,South,East South Central,4888129.78882054,1402.98687807597,1402.98687807597,1402.98687807597,0.183408310642832,0.183408310642832,0.183408310642832
toc,Physician/clinical services,2013,523,AL,Alabama,00001,South,East South Central,4888129.78882054,1821.82272194244,1821.82272194244,1821.82272194244,0.238161477447614,0.238161477447614,0.238161477447614
Payer,Private,2013,523,AL,Alabama,00001,South,East South Central,4888129.78882054,2398.45779995754,2398.45779995754,2398.45779995754,0.31354326979993,0.31354326979993,0.31354326979993
Aggregate,Aggregate,2014,523,AL,Alabama,00001,South,East South Central,4922221.18334391,7780.23923476584,7780.23923476584,7780.23923476584,,,
toc,Dental,2014,523,AL,Alabama,00001,South,East South Central,4922221.18334391,298.518665021075,298.518665021075,298.518665021075,0.0383688285171426,0.0383688285171426,0.0383688285171426
toc,Home health,2014,523,AL,Alabama,00001,South,East South Central,4922221.18334391,216.221945100261,216.221945100261,216.221945100261,0.0277911692141905,0.0277911692141905,0.0277911692141905
toc,Hospital,2014,523,AL,Alabama,00001,South,East South Central,4922221.18334391,2805.36942035697,2805.36942035697,2805.36942035697,0.360576241386156,0.360576241386156,0.360576241386156
Payer,Medicaid,2014,523,AL,Alabama,00001,South,East South Central,4922221.18334391,1099.42240044347,1099.42240044347,1099.42240044347,0.141309587953379,0.141309587953379,0.141309587953379
Payer,Medicare,2014,523,AL,Alabama,00001,South,East South Central,4922221.18334391,2145.23058388759,2145.23058388759,2145.23058388759,0.275728100275075,0.275728100275075,0.275728100275075
toc,Skilled nursing,2014,523,AL,Alabama,00001,South,East South Central,4922221.18334391,418.102638739792,418.102638739792,418.102638739792,0.053739046592746,0.053739046592746,0.053739046592746
Payer,OOP,2014,523,AL,Alabama,00001,South,East South Central,4922221.18334391,2091.39573225039,2091.39573225039,2091.39573225039,0.268808666307461,0.268808666307461,0.268808666307461
toc,Other professional,2014,523,AL,Alabama,00001,South,East South Central,4922221.18334391,182.24421087022,182.24421087022,182.24421087022,0.023423985480532,0.023423985480532,0.023423985480532
toc,Other,2014,523,AL,Alabama,00001,South,East South Central,4922221.18334391,497.531108368459,497.531108368459,497.531108368459,0.063948047528571,0.063948047528571,0.063948047528571
toc,Pharmaceuticals,2014,523,AL,Alabama,00001,South,East South Central,4922221.18334391,1503.8456916361,1503.8456916361,1503.8456916361,0.193290417718288,0.193290417718288,0.193290417718288
toc,Physician/clinical services,2014,523,AL,Alabama,00001,South,East South Central,4922221.18334391,1858.40555467296,1858.40555467296,1858.40555467296,0.238862263562374,0.238862263562374,0.238862263562374
Payer,Private,2014,523,AL,Alabama,00001,South,East South Central,4922221.18334391,2444.19051818438,2444.19051818438,2444.19051818438,0.314153645464084,0.314153645464084,0.314153645464084
Aggregate,Aggregate,2015,523,AL,Alabama,00001,South,East South Central,4956473.96250458,8092.92678970169,7911.81078970169,8274.04278970169,,,
toc,Dental,2015,523,AL,Alabama,00001,South,East South Central,4956473.96250458,306.570992852795,290.766985938084,322.880621294005,0.0378813101085162,0.0399316080719429,0.0359273981993375
toc,Home health,2015,523,AL,Alabama,00001,South,East South Central,4956473.96250458,225.632340324365,192.867964316933,258.498873029021,0.0278802284075855,0.0319440807303603,0.0238244485719114
toc,Hospital,2015,523,AL,Alabama,00001,South,East South Central,4956473.96250458,2926.57531183877,2829.43991742835,3028.61876453871,0.361620980047018,0.373989260465413,0.349808405705057
Payer,Medicaid,2015,523,AL,Alabama,00001,South,East South Central,4956473.96250458,1116.78807664523,1048.9214220313,1186.44918894189,0.137995225302953,0.14637228398665,0.129639096552573
Payer,Medicare,2015,523,AL,Alabama,00001,South,East South Central,4956473.96250458,2247.91792907083,2235.58090190118,2259.98455441353,0.277763280671039,0.279036442708222,0.27654819328748
toc,Skilled nursing,2015,523,AL,Alabama,00001,South,East South Central,4956473.96250458,426.497794538426,402.243297071008,451.109042826452,0.0527000214999678,0.0557360374238477,0.0497068250164317
Payer,OOP,2015,523,AL,Alabama,00001,South,East South Central,4956473.96250458,2234.51267395465,2096.52553614508,2351.10191198087,0.276106842241598,0.290272140004073,0.259044351934107
toc,Other professional,2015,523,AL,Alabama,00001,South,East South Central,4956473.96250458,190.16846205172,182.076563108298,197.916099609008,0.0234981331283851,0.0244683186626421,0.0224846544853012
toc,Other,2015,523,AL,Alabama,00001,South,East South Central,4956473.96250458,517.873062160782,486.740878161528,548.952619259509,0.063990857996775,0.0677975259007564,0.060095769380997
toc,Pharmaceuticals,2015,523,AL,Alabama,00001,South,East South Central,4956473.96250458,1576.61089041019,1496.29945339051,1655.52323417024,0.19481361737497,0.204530276830571,0.184853839288911
toc,Physician/clinical services,2015,523,AL,Alabama,00001,South,East South Central,4956473.96250458,1921.74796803553,1896.23031961829,1947.35958023562,0.237460132675918,0.240401271628403,0.234544989532887
Payer,Private,2015,523,AL,Alabama,00001,South,East South Central,4956473.96250458,2492.50243787409,2355.31588219875,2625.42333702705,0.30798495182604,0.324290172186382,0.291029427717639
Aggregate,Aggregate,2016,523,AL,Alabama,00001,South,East South Central,4989799.56543907,8330.97365787059,8149.85765787059,8512.08965787059,,,
toc,Dental,2016,523,AL,Alabama,00001,South,East South Central,4989799.56543907,311.929334975294,296.035198618821,328.736181656142,0.0374422419215667,0.0394598238242455,0.0355280548102216
toc,Home health,2016,523,AL,Alabama,00001,South,East South Central,4989799.56543907,232.691893176308,199.881710914425,264.568896113646,0.0279311433778536,0.031816837682863,0.0240036232302798
toc,Hospital,2016,523,AL,Alabama,00001,South,East South Central,4989799.56543907,3022.3662006437,2919.90832359444,3122.78998833275,0.362786346258534,0.374756061689691,0.351017830970733
Payer,Medicaid,2016,523,AL,Alabama,00001,South,East South Central,4989799.56543907,1142.97895430163,1043.38121622759,1251.05396205298,0.137196137467608,0.149913873594178,0.125363730203602
Payer,Medicare,2016,523,AL,Alabama,00001,South,East South Central,4989799.56543907,2325.86388195013,2295.57767232809,2357.35782491183,0.279182616867944,0.282193104293342,0.27624083531615
toc,Skilled nursing,2016,523,AL,Alabama,00001,South,East South Central,4989799.56543907,430.348076606659,405.984237603028,454.451697808324,0.0516562879251166,0.0545318088258309,0.0487422053914453
Payer,OOP,2016,523,AL,Alabama,00001,South,East South Central,4989799.56543907,2303.47973662131,2149.76875733687,2473.61251199644,0.276497394171882,0.296137116181357,0.257904351299245
toc,Other professional,2016,523,AL,Alabama,00001,South,East South Central,4989799.56543907,195.522942594984,186.489303781572,203.784350612821,0.0234693493365393,0.0244426727341253,0.0223819014156532
toc,Other,2016,523,AL,Alabama,00001,South,East South Central,4989799.56543907,532.055655168154,499.52759878166,566.23491954558,0.0638646501499766,0.067979919888136,0.0598768052280863
toc,Pharmaceuticals,2016,523,AL,Alabama,00001,South,East South Central,4989799.56543907,1637.79869864419,1548.95478931063,1718.88860556499,0.196591341331375,0.20627022428012,0.185847228501892
toc,Physician/clinical services,2016,523,AL,Alabama,00001,South,East South Central,4989799.56543907,1965.57660815204,1938.54592716014,1994.53085562514,0.235935860014047,0.238795665300017,0.233082847143948
Payer,Private,2016,523,AL,Alabama,00001,South,East South Central,4989799.56543907,2564.74191426893,2417.55862695761,2712.52594294661,0.30785766036539,0.326020189675231,0.290477720331086
Aggregate,Aggregate,2017,523,AL,Alabama,00001,South,East South Central,5022221.16090788,8437.32382020016,8256.20782020016,8618.43982020016,,,
toc,Dental,2017,523,AL,Alabama,00001,South,East South Central,5022221.16090788,311.823260997959,295.310054256742,328.610921244927,0.0369575649275494,0.0389232258491972,0.0350571438299728
toc,Home health,2017,523,AL,Alabama,00001,South,East South Central,5022221.16090788,236.229149144102,202.693603000968,270.503349038313,0.0279982314664823,0.0320109357772733,0.0239892877463831
toc,Hospital,2017,523,AL,Alabama,00001,South,East South Central,5022221.16090788,3085.23231296856,2974.80189431704,3195.83597022107,0.365667644490334,0.378059785432164,0.353199541497347
Payer,Medicaid,2017,523,AL,Alabama,00001,South,East South Central,5022221.16090788,1147.41703624379,1009.64965563994,1277.58598831623,0.135992632425488,0.151718309865267,0.119596203557847
Payer,Medicare,2017,523,AL,Alabama,00001,South,East South Central,5022221.16090788,2378.94245798177,2336.21851859158,2422.95280931906,0.281954756389448,0.285856749775757,0.278298369580967
toc,Skilled nursing,2017,523,AL,Alabama,00001,South,East South Central,5022221.16090788,427.796072056529,400.228169446285,455.055217724708,0.0507020162009396,0.0537897381539868,0.0476247469462803
Payer,OOP,2017,523,AL,Alabama,00001,South,East South Central,5022221.16090788,2316.59827067234,2120.61253561556,2504.32299264341,0.274563057649647,0.297068001807113,0.251438526427488
toc,Other professional,2017,523,AL,Alabama,00001,South,East South Central,5022221.16090788,198.956651468586,190.20491009711,208.049384137072,0.0235804723425941,0.0245925728283359,0.0225650080491511
toc,Other,2017,523,AL,Alabama,00001,South,East South Central,5022221.16090788,537.541034954231,504.43804839018,573.58309511721,0.0637096308099553,0.0678898046570819,0.0599339589608995
toc,Pharmaceuticals,2017,523,AL,Alabama,00001,South,East South Central,5022221.16090788,1660.11250894952,1574.79544985076,1744.99955384339,0.196758552149233,0.206639504857035,0.187131875121778
toc,Physician/clinical services,2017,523,AL,Alabama,00001,South,East South Central,5022221.16090788,1975.5888039885,1941.87013788765,2009.03441204453,0.234149272501616,0.237214539922274,0.231158852798691
Payer,Private,2017,523,AL,Alabama,00001,South,East South Central,5022221.16090788,2597.85110371659,2436.05640415137,2778.30276895365,0.307898332723924,0.328534548781986,0.289247870635657
Aggregate,Aggregate,2018,523,AL,Alabama,00001,South,East South Central,5053232.13437014,8469.50111339835,8288.38511339835,8650.61711339835,,,
toc,Dental,2018,523,AL,Alabama,00001,South,East South Central,5053232.13437014,310.184288720878,291.823349526132,326.740272973281,0.0366236400803929,0.0384427500740987,0.0346050397209084
toc,Home health,2018,523,AL,Alabama,00001,South,East South Central,5053232.13437014,238.50125760359,205.450818944677,273.271799530867,0.0281593157825816,0.0321739183551326,0.024270231958226
toc,Hospital,2018,523,AL,Alabama,00001,South,East South Central,5053232.13437014,3108.53918518016,2998.09493093983,3221.18846086248,0.367027978120632,0.379260368022733,0.355095974760094
Payer,Medicaid,2018,523,AL,Alabama,00001,South,East South Central,5053232.13437014,1128.89339871263,951.780551205076,1344.65026542139,0.133295407369294,0.158932892524148,0.112084417574374
Payer,Medicare,2018,523,AL,Alabama,00001,South,East South Central,5053232.13437014,2407.09073478127,2355.01139328333,2462.13746199595,0.284207379034172,0.288487259185466,0.279657891647512
toc,Skilled nursing,2018,523,AL,Alabama,00001,South,East South Central,5053232.13437014,424.152674577042,399.573471397396,450.508367733491,0.0500806263240196,0.0531389632311769,0.0470725531939303
Payer,OOP,2018,523,AL,Alabama,00001,South,East South Central,5053232.13437014,2353.01081496111,2077.53665156221,2637.64022788506,0.277814920842791,0.311168688755087,0.245493717105914
toc,Other professional,2018,523,AL,Alabama,00001,South,East South Central,5053232.13437014,201.035628593515,191.60993405485,210.925575057632,0.0237362185419908,0.0247731246038049,0.0226996588411983
toc,Other,2018,523,AL,Alabama,00001,South,East South Central,5053232.13437014,539.333586778683,506.454123964785,572.850534008057,0.0636789052069886,0.0675837111232058,0.0598982319566589
toc,Pharmaceuticals,2018,523,AL,Alabama,00001,South,East South Central,5053232.13437014,1676.00240429352,1589.48044886408,1760.92491160377,0.197888278776374,0.207028658633305,0.187760589300948
toc,Physician/clinical services,2018,523,AL,Alabama,00001,South,East South Central,5053232.13437014,1973.00544612889,1934.77459124357,2011.18796005191,0.232954389542149,0.235877412809739,0.229878620593033
Payer,Private,2018,523,AL,Alabama,00001,South,East South Central,5053232.13437014,2567.49028315823,2295.61765233411,2854.7919821157,0.303152084234058,0.336654862633405,0.270097013540901
Aggregate,Aggregate,2019,523,AL,Alabama,00001,South,East South Central,5082272.4184352,8776.06564968958,8594.94964968958,8957.18164968958,,,
toc,Dental,2019,523,AL,Alabama,00001,South,East South Central,5082272.4184352,316.822302685368,298.174829869308,336.501753147497,0.0361005609739337,0.0381156324130727,0.0341786986288764
